21.46	30.8	19.8	3.5	51.5	0.0
19.08	26.9	19.6	3.9	58.6	0.0
20.99	29.0	18.4	2.2	50.1	0.0
22.07	33.0	19.9	2.4	38.7	0.0
20.74	31.2	21.1	3.6	52.6	0.0
20.41	29.9	19.6	2.4	58.2	0.0
20.77	30.6	19.7	2.8	55.3	1.1
19.69	30.1	19.3	2.3	43.2	0.0
19.94	31.3	16.8	2.6	47.9	0.1
18.32	33.6	19.3	3.3	47.1	0.0
17.50	34.2	20.5	2.7	38.7	0.0
17.50	38.2	22.3	2.2	24.8	0.0
17.35	38.9	23.0	2.4	22.1	0.0
19.58	38.1	22.6	2.0	25.2	0.0
17.24	31.5	21.6	3.4	48.6	0.4
16.45	25.1	19.0	3.3	67.2	0.0
17.57	25.2	17.8	3.3	60.7	0.0
18.97	28.4	16.5	2.1	44.7	0.0
16.56	28.6	17.8	1.8	52.6	0.0
18.90	28.2	19.0	2.9	52.1	0.0
18.97	27.8	17.8	3.2	63.6	0.0
16.27	28.5	18.5	3.1	54.7	0.0
17.68	29.8	18.9	2.8	66.7	0.0
17.21	29.3	19.2	1.8	71.3	0.0
16.38	35.0	18.2	1.7	44.9	0.0
16.09	36.0	18.7	2.2	38.6	0.0
10.15	27.7	17.2	1.9	65.4	0.4
17.89	26.8	15.6	2.1	85.3	0.0
14.04	21.3	16.1	1.9	90.1	0.0
14.94	21.3	14.2	1.7	82.7	0.0
16.63	26.0	15.6	2.0	71.8	0.0
14.00	27.7	16.6	1.1	63.3	0.0
14.90	26.5	15.8	2.2	71.4	0.0
10.91	22.9	16.2	3.3	77.7	0.0
14.98	25.6	13.2	1.2	49.0	0.0
14.80	30.0	14.8	2.2	36.0	0.0
14.90	31.7	17.7	2.4	34.0	0.0
15.62	30.8	19.0	2.8	34.2	0.0
13.86	26.8	17.9	2.4	67.4	0.0
14.87	24.8	15.5	2.3	74.6	0.0
11.92	23.8	16.6	2.3	78.3	0.0
13.61	21.1	15.8	2.1	90.3	0.0
14.22	21.1	14.9	1.8	88.4	4.0
10.69	21.1	15.4	2.8	90.3	0.2
13.43	21.2	13.9	1.6	91.0	0.0
15.12	21.2	12.4	1.0	81.5	0.0
13.54	24.1	13.4	2.6	66.8	0.0
11.99	24.3	15.2	2.5	71.4	0.1
10.62	20.4	14.7	2.2	88.8	0.0
12.42	19.6	12.4	1.4	93.9	0.0
11.92	22.6	13.4	2.9	64.6	3.9
11.88	28.4	14.2	2.5	34.7	0.0
5.44	30.5	15.0	3.5	35.0	2.2
11.92	22.0	14.1	2.9	52.3	0.0
7.74	21.8	10.9	2.4	46.1	0.1
11.41	20.3	11.4	3.1	61.5	0.0
10.98	20.7	13.4	2.1	70.7	0.0
12.35	21.6	12.5	1.5	64.6	0.0
10.40	23.6	12.6	2.2	44.9	0.0
13.07	24.0	11.5	3.3	31.8	0.0
13.14	23.6	10.5	2.9	30.6	0.0
13.18	23.7	10.5	3.2	25.0	0.0
12.85	24.9	11.4	3.0	25.2	0.0
12.85	24.8	11.3	3.0	21.0	0.0
13.03	25.6	10.3	3.2	25.3	0.4
12.06	28.4	12.8	2.7	34.8	0.3
10.44	22.2	13.8	2.6	67.9	0.0
6.37	18.8	13.1	4.9	79.8	0.0
9.90	19.8	11.0	2.3	65.8	0.0
9.97	20.9	8.8	0.6	55.1	0.0
11.38	21.8	9.1	1.6	40.0	0.2
7.85	22.8	10.2	2.3	36.2	0.3
2.48	21.1	11.9	6.5	50.8	13.7
10.08	15.8	11.7	3.0	89.3	1.3
11.63	16.4	10.2	1.4	87.4	0.0
9.07	18.9	9.7	4.2	68.4	36.9
11.20	20.4	10.8	2.9	62.7	0.0
11.63	21.6	9.8	2.5	61.5	0.0
11.23	24.5	11.8	3.7	54.7	0.0
9.83	23.0	10.7	2.3	51.2	2.8
10.08	21.0	10.6	0.9	64.5	0.0
10.04	23.0	9.3	1.5	45.4	8.9
10.62	17.0	10.2	4.5	58.0	0.0
4.75	16.4	11.0	5.6	69.8	0.2
3.64	15.0	10.1	4.8	77.1	0.0
9.83	14.9	7.1	4.0	75.2	0.0
9.40	13.9	5.3	2.0	57.3	0.0
11.05	16.1	4.8	2.7	41.1	0.0
11.30	17.2	4.8	1.9	59.0	0.0
6.80	15.8	8.0	1.2	73.9	0.1
5.54	16.4	9.1	3.7	68.9	8.9
4.57	14.1	10.0	4.4	85.2	0.0
8.75	17.6	8.9	4.6	64.2	0.0
1.66	13.1	8.0	7.3	64.6	4.1
6.73	10.8	5.0	5.3	71.2	0.0
7.99	13.6	1.9	1.7	70.4	0.0
9.90	14.9	4.3	1.0	64.0	0.0
4.86	14.6	5.5	2.2	67.3	0.2
4.68	15.6	6.7	3.2	80.7	0.0
5.83	15.4	8.9	2.0	83.6	0.0
10.08	17.2	7.4	2.1	62.5	0.5
12.38	16.0	6.5	2.4	52.9	0.0
11.74	18.5	6.3	2.3	51.1	0.0
11.59	20.4	7.8	3.0	45.0	0.2
7.13	16.8	6.5	1.1	69.9	1.7
11.20	17.6	6.7	1.6	62.2	0.0
11.77	16.3	5.9	2.2	56.2	0.0
4.93	15.7	5.5	2.5	67.8	2.5
8.46	16.8	9.1	3.7	68.3	0.0
12.38	18.8	8.5	3.4	48.3	0.0
11.16	21.1	7.4	1.9	40.5	0.0
11.88	24.6	6.7	1.8	29.4	0.0
10.80	22.0	8.1	1.6	37.4	0.0
9.36	19.5	5.5	0.8	38.7	0.0
12.85	21.6	5.3	1.7	28.7	0.0
10.69	25.8	7.6	3.7	26.6	0.0
9.94	26.5	11.0	2.8	33.3	0.0
11.52	20.7	10.1	2.6	57.9	1.7
5.54	15.7	8.9	4.1	80.8	1.5
4.46	12.2	7.8	5.8	78.7	0.0
6.88	14.2	6.0	3.0	64.1	0.0
12.24	15.3	2.2	1.7	52.9	0.0
4.21	15.6	8.1	3.9	77.1	0.0
6.98	13.5	5.5	2.0	65.3	0.2
5.98	13.9	8.1	2.4	72.6	0.2
6.16	13.1	5.4	1.5	82.8	0.0
5.51	14.3	7.8	1.7	73.3	2.2
13.46	16.2	6.2	1.3	63.9	2.0
14.62	17.3	5.8	2.0	55.2	0.9
14.58	18.3	7.2	2.9	53.2	0.0
14.76	20.2	7.2	3.3	46.5	0.0
10.76	16.4	6.6	4.1	51.3	0.0
12.96	14.9	4.0	3.0	46.4	0.0
9.36	15.2	6.2	3.7	60.6	0.0
13.10	15.3	5.9	1.0	66.9	0.0
13.07	20.2	7.2	2.8	37.3	0.0
12.89	18.5	4.1	1.4	42.7	0.0
12.56	20.3	6.3	3.9	36.2	0.0
14.29	14.3	5.0	4.3	45.5	0.0
9.47	13.4	5.9	5.2	59.9	0.9
12.20	15.2	4.1	1.8	57.5	0.0
15.88	18.9	5.0	3.0	35.6	0.0
13.50	19.3	2.5	2.5	25.6	1.4
10.55	12.9	5.7	5.0	62.3	0.0
8.35	11.1	4.6	3.4	80.2	1.2
8.86	10.0	5.9	2.8	89.8	4.5
15.01	13.9	4.5	2.3	68.4	1.0
6.70	18.2	7.8	3.7	47.5	13.8
12.64	14.9	5.4	4.8	65.3	1.1
8.24	13.1	6.9	3.7	80.2	2.3
6.30	13.3	5.6	4.1	81.3	1.2
13.14	13.1	5.1	3.0	73.5	0.0
17.42	18.9	4.2	3.2	43.2	0.2
15.23	24.3	9.8	6.8	41.6	4.7
14.11	14.2	8.4	6.4	58.1	0.0
7.38	13.7	6.7	6.9	60.6	0.0
8.86	14.5	5.0	5.6	57.7	0.0
9.61	12.3	5.2	2.9	74.7	3.4
17.46	18.1	4.0	1.8	55.1	0.3
9.43	11.6	4.7	6.1	67.4	0.2
8.60	9.0	2.8	7.0	67.2	3.6
7.06	11.3	3.5	4.2	74.3	0.6
8.86	11.7	2.5	2.8	75.8	0.0
15.34	12.4	2.3	2.1	68.7	0.0
15.48	19.4	3.1	3.7	35.1	0.0
10.12	24.6	8.4	5.9	24.5	0.0
13.36	17.9	8.2	4.9	57.2	0.0
14.33	16.1	8.4	2.4	70.9	0.0
17.82	20.7	6.7	2.9	45.3	0.0
13.86	17.8	6.5	4.0	53.9	0.0
12.82	16.1	7.9	3.5	73.3	0.0
17.75	21.2	6.6	2.7	49.2	0.0
14.44	16.7	6.3	3.7	63.3	0.0
13.61	16.4	5.9	2.1	66.8	0.0
16.81	14.8	6.3	2.3	75.2	0.0
8.57	12.1	7.4	4.7	85.8	0.0
12.74	14.3	6.3	4.4	78.9	0.0
19.19	20.3	4.4	1.8	49.8	0.0
18.72	26.4	6.5	2.2	29.1	0.0
10.98	18.2	9.4	4.5	66.5	0.0
21.10	20.2	8.1	1.2	60.0	0.0
17.14	17.0	10.9	8.1	40.6	0.0
9.36	14.1	8.4	7.0	67.4	0.0
12.13	15.1	5.3	5.8	62.5	0.0
13.90	13.4	4.2	3.6	67.1	0.0
17.06	14.8	5.3	3.1	69.0	0.0
14.80	17.2	6.4	2.5	59.0	30.5
6.52	18.7	5.3	3.3	46.4	35.1
11.70	8.3	3.1	5.4	82.7	0.0
6.98	14.8	5.9	7.9	76.2	0.0
20.16	16.6	5.7	2.2	70.9	0.0
23.36	19.2	5.3	1.5	51.0	0.0
22.54	19.1	5.0	2.4	44.3	0.0
21.42	18.0	6.8	3.0	55.2	0.0
22.68	19.9	6.0	2.6	48.3	0.0
22.10	24.4	5.9	1.7	32.4	0.0
20.20	31.6	11.9	2.5	21.3	0.0
20.05	32.8	14.7	2.2	22.6	0.2
21.64	37.1	18.0	3.3	16.8	2.0
19.40	39.1	19.4	6.1	16.6	0.7
17.46	26.8	14.5	2.6	37.5	0.1
18.04	27.6	11.2	2.3	33.6	0.0
19.94	25.7	12.8	3.5	43.9	0.0
23.22	21.0	10.0	3.9	49.5	0.0
23.51	21.1	10.2	2.8	48.7	0.0
21.38	25.8	8.7	2.3	32.7	1.3
24.12	24.3	13.4	3.4	33.0	0.0
25.42	22.5	10.6	3.6	51.5	0.0
25.56	21.5	9.9	3.0	54.6	0.0
15.23	20.9	10.9	3.9	60.9	0.0
17.28	19.3	10.0	4.1	66.1	0.0
26.35	26.7	8.6	1.4	39.1	0.0
22.64	34.4	14.8	4.3	18.9	0.0
24.16	24.9	14.3	3.7	40.5	0.0
21.92	19.2	11.7	6.2	61.1	0.0
12.24	18.5	11.0	4.7	67.9	0.0
21.56	18.8	9.8	3.0	60.0	0.0
26.71	30.3	9.4	1.8	32.1	0.0
26.10	34.9	18.4	4.5	16.5	0.0
14.54	31.1	13.3	7.2	33.6	0.0
21.92	19.8	10.9	5.2	60.7	0.0
13.10	15.9	10.1	4.7	81.0	0.0
23.94	20.2	8.6	4.1	59.9	0.0
25.70	23.6	6.9	2.0	35.6	0.0
26.03	29.2	9.4	2.7	27.0	0.0
27.11	32.6	13.2	2.8	19.1	0.0
23.54	34.2	17.5	3.4	16.4	0.0
26.71	35.7	18.2	2.9	15.2	0.0
26.86	35.4	19.3	2.0	17.1	0.0
27.58	33.5	19.0	2.1	26.3	0.0
26.89	32.2	18.1	2.6	29.7	0.0
27.97	32.6	15.9	3.3	24.9	0.0
27.68	32.6	18.7	3.5	21.0	0.0
22.36	35.7	20.4	4.4	14.1	0.0
27.47	35.8	21.8	3.7	17.4	0.0
25.63	34.6	20.7	3.5	31.1	0.0
27.04	35.7	19.9	2.3	26.8	0.0
27.18	35.2	20.0	3.0	25.2	0.0
28.48	31.7	17.5	4.0	30.0	0.0
28.01	32.6	14.8	3.1	25.1	0.0
26.14	37.5	17.9	2.5	16.1	0.0
29.09	31.8	18.7	3.9	34.7	0.0
27.76	30.0	16.3	3.9	42.4	0.0
27.97	29.7	15.6	3.1	39.3	0.0
28.44	32.2	15.5	2.2	39.7	0.0
29.05	29.8	16.5	3.7	48.3	0.0
27.72	29.9	15.7	3.2	43.1	0.0
30.10	30.4	15.6	2.4	37.5	0.0
28.62	35.0	16.5	4.0	25.6	0.0
19.48	31.2	17.5	3.0	38.0	0.0
29.59	28.8	16.5	3.3	37.3	0.0
28.98	26.2	15.0	3.8	57.1	0.0
24.73	28.7	14.8	2.3	42.2	0.0
19.37	39.4	18.4	5.0	21.8	1.0
16.06	30.5	18.2	5.5	38.4	1.6
25.81	27.1	16.6	3.6	50.5	0.0
27.11	28.5	15.7	2.5	49.2	0.0
28.91	27.8	16.4	3.5	49.2	0.0
29.02	28.8	15.6	2.6	40.4	0.0
28.98	32.0	14.7	2.5	34.8	1.8
28.62	34.0	17.7	2.6	37.9	0.0
29.70	35.6	19.5	2.5	32.1	0.0
29.56	33.6	19.4	3.3	34.4	0.0
29.34	30.8	16.7	4.0	40.9	0.0
30.53	30.3	16.4	3.3	42.4	0.0
30.56	31.9	16.8	3.1	40.3	0.0
29.70	29.6	17.4	3.5	49.5	0.0
28.66	29.6	18.0	3.5	56.2	0.0
26.64	26.0	17.1	3.2	80.7	0.0
28.94	27.7	17.5	3.5	73.9	0.0
27.32	30.7	18.2	3.3	54.8	0.0
29.56	33.2	18.7	3.2	38.2	0.0
30.71	33.6	18.3	3.7	31.4	0.0
29.12	30.6	19.1	3.9	38.1	0.0
29.92	31.3	18.3	3.5	48.4	0.0
29.88	31.9	19.3	4.2	48.7	0.0
30.85	29.5	19.0	4.4	62.6	0.0
29.95	29.1	18.9	4.9	56.4	0.0
27.76	29.8	18.5	5.0	62.2	0.0
30.89	33.7	20.2	4.8	41.6	0.0
30.56	34.0	18.1	3.2	33.8	0.0
31.36	33.2	18.7	3.5	33.6	0.0
30.46	33.0	17.3	3.5	40.8	0.0
29.27	32.9	19.1	3.3	45.5	0.0
29.92	32.7	19.6	4.1	45.9	0.0
29.12	31.3	18.9	4.6	50.7	0.0
29.23	30.6	18.9	4.0	56.9	0.0
29.99	33.3	19.0	2.0	44.9	0.0
27.47	37.0	21.8	2.7	30.4	0.0
30.24	34.9	22.0	3.2	29.5	0.0
31.03	34.7	19.2	3.1	36.6	0.0
28.58	35.8	20.7	4.0	34.0	0.0
29.41	31.6	20.6	4.1	49.7	0.0
25.96	29.6	19.4	4.4	61.4	0.0
25.42	29.8	19.5	3.6	59.0	0.0
27.40	30.1	19.4	4.1	57.8	0.0
29.70	31.9	20.2	3.9	57.4	0.0
28.51	31.2	19.5	3.5	48.7	0.0
30.46	29.5	19.1	3.1	51.6	0.0
29.02	30.7	19.4	3.4	54.7	0.0
30.02	31.9	20.8	3.8	54.9	0.0
29.63	32.2	20.8	3.4	46.6	0.0
30.20	30.8	19.1	3.5	46.8	0.0
29.12	33.0	19.8	3.1	51.3	0.0
30.13	35.6	21.2	2.9	38.8	0.0
30.35	34.8	21.6	2.7	35.7	0.0
27.36	32.9	21.5	3.3	38.4	0.0
27.54	30.5	20.2	3.7	55.4	0.0
28.94	31.6	20.3	4.1	52.6	0.0
29.09	32.1	20.7	4.4	54.0	0.0
27.90	32.9	20.1	4.4	47.2	0.0
28.44	32.3	19.5	3.8	53.8	0.0
28.80	32.1	20.8	3.2	56.8	0.0
28.40	31.9	20.7	2.8	52.7	0.0
28.51	33.1	20.3	2.3	51.3	0.0
29.56	32.4	21.5	3.8	47.9	0.0
29.12	33.7	20.7	3.2	44.8	0.0
28.04	37.0	20.5	2.6	38.8	0.0
25.70	35.6	22.5	3.8	39.2	0.0
26.06	35.5	21.9	4.1	38.1	0.0
26.60	31.6	20.9	3.8	52.3	0.0
24.37	30.9	21.5	3.1	56.0	0.0
26.82	30.7	21.4	3.1	62.7	0.0
24.73	31.5	21.0	2.9	63.8	0.0
